x,y,z
582248.2151146218,5244013.1513024885,1692.2341612345406
582255.7412496429,5244015.512557442,1691.0778012279081
582274.14213069,5244015.428253267,1687.9957267121981
582291.6010967,5244028.670048962,1684.4570089332185
582302.8343254665,5244023.355927886,1682.718780698628
582313.3152438357,5244025.86383841,1680.0624408641577
582331.0167352926,5244028.576734403,1677.8092449431563
582352.8465216833,5244031.575155989,1672.5790824779847
582363.043978323,5244036.411408948,1672.120146564072
582383.133357173,5244041.859972123,1671.032267031426
582395.946974783,5244042.85100063,1669.1283903650656
582416.5420385737,5244049.428475619,1667.7405275364094
582428.0695684837,5244047.239338276,1664.8009248486067
582441.7892030464,5244047.439539681,1661.1989928596035
582454.0712181986,5244044.780244422,1657.9135286134265
582475.1081041597,5244042.591879073,1654.1719969783503
582486.7527277538,5244037.653162892,1651.6986421865554
582501.6366897403,5244033.841311712,1650.1995261724041
582513.1590870088,5244033.6290780585,1646.414431399539
582519.3350921877,5244031.731697469,1643.4540260973595
582520.9710748083,5244031.96535313,1642.4373592745503
582526.6620000078,5244032.0135944355,1638.1646932961812
582550.8023158554,5244032.219888563,1626.3235841330898
582561.7947634484,5244032.219888563,1617.3341921611354
582573.2576160636,5244032.246848322,1609.1232851463144
582581.0060337499,5244032.764420006,1606.9033926631587
582602.7985894823,5244032.785919837,1601.0500429238273
582617.7902772122,5244032.833144881,1584.3733181488415
582629.2758758998,5244033.037328851,1582.2915566731554
582648.8307796181,5244033.218337137,1578.722971900865
582659.902572441,5244033.980522717,1576.6937222047818
582684.3518140543,5244035.390549104,1570.7985326499277
582694.9324115426,5244036.037157928,1568.7012872468463
582705.9947143034,5244037.431965003,1559.9191824603688
582723.4624720514,5244038.741024779,1553.7372370922108
582731.6328162785,5244039.087321886,1552.312062279384
582760.0187313912,5244041.368182677,1547.5647301651213
582782.2405871964,5244036.789436272,1542.5712685671822
582796.1281575172,5244033.759749637,1540.7931330809022
582808.9667590677,5244023.425062629,1535.499387164909
582825.2593424963,5244020.377318948,1531.8156911974415
582833.5944286017,5244012.423207838,1527.0579321784444
582851.5700685389,5243996.40687506,1519.6064684865428
582857.0532496512,5243992.083668558,1518.087094351798
582879.4434456147,5243980.850354637,1511.6361519986544
582883.0538965756,5243978.612856845,1509.9860270951126
582889.6473458846,5243965.952367606,1506.468331396932
582901.6284870879,5243966.304201563,1502.5262478389109
582917.6220782243,5243960.929260909,1498.0843312773916
582919.0019303282,5243956.191071007,1495.4512809914522
582929.6254433019,5243945.598041387,1490.9369352459294
582947.0465683845,5243941.174021091,1487.2823577113675
582954.7238991873,5243928.728384895,1483.0618264399457
582960.994997275,5243917.987804443,1479.5681468630842
582979.6346688827,5243914.270796336,1474.0114077682815
582984.8691685532,5243907.501967249,1471.6073799450592
583000.1327871876,5243892.627348526,1465.5693200288229
583026.7647754923,5243877.535180746,1458.3987615572728
583039.7946721159,5243864.508925492,1456.456742034757
583048.933989702,5243861.1199650755,1452.291448233848
583057.5756971854,5243853.255232835,1447.6707618671576
583081.5346859117,5243839.2493262645,1439.0790616378995
583107.4584647475,5243823.824524161,1434.1160366501126
583117.497036959,5243811.003743181,1428.2411556063275
583126.6897229906,5243804.553956581,1422.5555735248774
583140.4648726512,5243796.523926582,1416.7907775273036
583151.6403629679,5243783.023506802,1411.4439913233655
583168.780224038,5243771.105505951,1404.7270643043476
583179.3144640521,5243756.005790702,1402.3787061356197
583180.798488787,5243753.637241876,1393.746315240799
583187.7524916665,5243749.218789624,1390.437835115864
583209.2507690657,5243730.66849,1383.5505141513622
583227.1148999276,5243710.096517432,1377.6785556382126
583230.0763629919,5243707.003247786,1373.8072716850284
583238.0453116997,5243700.526254423,1366.6768250868708
583257.7912309082,5243677.972897793,1363.7500000000005
583267.7133338916,5243667.120671792,1361.2967098930442
583288.0869000632,5243639.410204169,1349.1364333597553
583288.0918146382,5243637.653048728,1343.2468549060745
583305.0410289828,5243611.837619979,1336.2500000000005
583315.9881547543,5243598.221793295,1336.2500000000005
583363.3566192511,5243540.416902227,1336.2500000000005
583383.4368893662,5243531.403194931,1336.2500000000005
583442.7583297628,5243507.959183864,1336.2500000000005
583472.9152680847,5243485.466856848,1336.2500000000005
583511.7737177515,5243484.501296743,1336.2500000000002
583525.4075229694,5243485.441621122,1336.25
583573.9132957188,5243465.442222952,1336.25
583610.3408118824,5243387.522679144,1336.0361890193317
583598.7428436091,5243324.922548557,1335.439464830857
583606.592568514,5243312.368959721,1335.3867091679379
583656.893230454,5243317.918367559,1335.1797992915244
583708.1478222132,5243332.004228344,1334.4575248370522
583719.0122136716,5243323.226420157,1334.021303754419
583730.1883227417,5243293.368568376,1333.7195245016476
583776.0234200826,5243291.089980499,1332.955725146917
583827.4997947816,5243295.78034979,1330.7253870484908
583880.2220947512,5243313.215035831,1329.1599648554684
583893.2638048512,5243306.034437591,1328.9700950745307
583916.0312110662,5243305.446259113,1328.157831071555
583931.1279024523,5243300.715599803,1328.0154145944816
583938.2906791964,5243282.789915844,1326.9825205972745
583953.0432784394,5243287.34250326,1325.9535361084877
583962.2039526072,5243277.110452119,1325.3903744529616
583978.7202573798,5243284.791123408,1325.429051867779
584010.7433933602,5243299.912297294,1325.412612958492
584015.0156973895,5243286.951614792,1324.9582517112606
584024.9739099422,5243279.9948114045,1324.3050522359551
584047.0673460789,5243279.239923459,1324.0865334546233
584066.0917297591,5243244.565477437,1323.6631902576669
584073.0336195639,5243235.94587845,1323.5357599578806
584080.6524495502,5243226.451823796,1323.0138038656723
584090.9776764057,5243211.826151949,1322.7061333886595
584106.449683504,5243190.943493975,1322.3443124937535
584119.4633276248,5243164.39263381,1321.8557289112873
584138.654316931,5243130.635402827,1321.1819905524726
584152.6743462875,5243122.301459826,1320.5042689737725
584164.6213664596,5243118.677923919,1320.0569216224794
584175.5055945565,5243121.630585163,1319.3567189985129
584191.5119090573,5243130.3582735965,1318.7929209848985
584217.1505365531,5243140.104480812,1316.8860796246736
584229.3089281603,5243142.202352332,1316.442544204862
584239.7030721776,5243138.1447772775,1316.4425442048623
584256.7497722617,5243140.855316704,1316.2544279129215
584267.2800363689,5243147.663410202,1315.7557268064133
584280.3580753254,5243158.840381882,1314.7895235536116
584297.7749790407,5243174.497892075,1313.0742195435805
584310.3421803328,5243186.661450637,1312.473823821825
584324.6590948215,5243196.104647585,1312.086586661736
584341.6177033893,5243194.806979051,1310.7154548375659
584359.3283803258,5243192.870190298,1310.0961238090724
584373.8479163924,5243191.135173721,1309.3330222438738
584386.4175083333,5243193.840544821,1307.4847424697432
584402.4589634683,5243201.5291737225,1306.6416484795009
584418.5605473021,5243201.345283559,1305.7959806789427
584432.0643005562,5243195.866746102,1304.676223239473
584441.2950273452,5243191.753159792,1304.416961076812
584464.771934996,5243204.233299077,1302.2753070802432
584483.8277648838,5243215.0347561585,1301.9421395179193
584500.9230924262,5243245.622730393,1300.3641196417425
584516.6210510536,5243263.54204147,1298.9397957611845
584519.1442039089,5243274.2232562695,1296.9640124404614
584538.7815982201,5243266.1520256335,1294.5003948377455
584566.9539344435,5243249.286734358,1293.5326142524898
584587.7044702878,5243274.181261125,1291.3712810545346
584615.689549118,5243298.948018003,1291.1157034641847
584630.1750264285,5243291.309571157,1288.7552173224765
584632.921376383,5243290.311259201,1288.518068325183
584670.674189296,5243272.338116155,1288.4535757180179
584673.5911966328,5243282.046093894,1287.9330142557471
584683.1396065371,5243286.0840595495,1286.3949120563627
584725.6236388078,5243294.543950207,1284.6921982094725
584807.9060759023,5243337.124648399,1284.5962827975204
584814.157196732,5243337.56399372,1283.0257206345877
584828.283418903,5243352.179096896,1281.2499999999998
584878.9767286603,5243384.353461372,1281.2499999999995
584940.0026822257,5243368.572499584,1281.2499999999995
585002.37671783,5243340.909285354,1281.2499999999998
585032.3935161788,5243353.232650936,1281.2499999999998
585068.438042246,5243359.0545863435,1281.2499999999998
585093.8677062641,5243365.543395594,1281.549548376412
585105.2737499353,5243419.074285644,1281.7530739249437
585104.5817923571,5243427.258910486,1282.156528708267
585102.4404710394,5243447.819595677,1282.9999868899886
585102.6395174285,5243464.151700639,1285.4643351864556
585102.4440304458,5243486.876895045,1288.9065531329493
585098.8512083432,5243504.067088272,1291.7915786668318
585099.0700296997,5243513.742073244,1293.90314833084
585099.4664942621,5243529.228863787,1296.5565700491402
585100.2111465966,5243537.481874112,1298.9276569061267
585097.5464921169,5243550.826990114,1301.500271860817
585097.4999846705,5243565.113532078,1304.1745691467966
585097.9960138532,5243576.072337675,1304.8083739449971
585099.4308483528,5243599.473234373,1308.6912884285043
585100.6811065786,5243608.502553514,1312.9163990868415
585103.7185953691,5243623.317745089,1314.812841004081
585106.8274937699,5243634.615652511,1317.808620657855
585108.392724391,5243651.973634803,1320.0064380349536
585108.9542382822,5243659.790618487,1321.1503340862755
585111.490503235,5243678.300304482,1323.6592888652053
585113.570900114,5243680.634670978,1325.0801769765726
585118.1255980536,5243688.937213675,1327.6969178151858
585117.7478484208,5243696.81770176,1328.67087808842
585123.1451968477,5243700.592369767,1329.793245665316
585132.5161499408,5243713.11949489,1333.1442683508762
585133.0646781569,5243721.822536475,1335.4857860532786
585149.5203988196,5243721.042821526,1338.2306358179117
585153.3071683457,5243724.499879898,1339.5815689171
585166.0873931127,5243732.565531044,1343.009477561477
585165.2957030955,5243736.984068678,1343.046783416343
585165.9131092924,5243751.688865294,1346.5171901259287
585170.2433000838,5243769.258386826,1350.2213099443084
585180.0125739673,5243814.505847279,1353.7163606607144
585190.2645718743,5243831.611096562,1353.9201351174179
585219.6903697833,5243884.396467015,1354.752006929432
585232.8279308961,5243888.68410482,1357.8794515027398
585243.7799589637,5243903.12418409,1359.0470652271601
585213.7697742927,5243937.740222506,1359.3626829798723
585243.5071130428,5243959.1007493595,1359.8778082366252
585304.7233722134,5243992.344442478,1360.055103305955
585332.6508498287,5243997.950716431,1359.1344487207161
585369.0448288571,5244004.098054362,1354.6401889630126
585399.4709730055,5244006.903463081,1351.7798536105627
585407.7942257411,5244008.5574319335,1349.9467273946484
585425.778123588,5244010.56338763,1347.0818273333348
585443.473558186,5244011.044250301,1344.7747257842825
585451.918746717,5244013.048112028,1340.2157062190727
585455.985536399,5244013.827159828,1336.011643935128
585477.8930412988,5244015.436819265,1333.1370566629523
585508.7693921039,5244016.492905212,1329.6332009196758
585532.4666018225,5244016.392614528,1323.6967492627148
585536.2658111576,5244017.631422296,1323.721024875671
585555.9388252809,5244021.80738669,1319.6555831011046
585573.6719002095,5244022.922815047,1317.9776215983995
585589.9198653719,5244019.700706002,1315.3608729198766
585602.8498535738,5244023.194978733,1307.5266967440164
585618.3603797674,5244023.524180271,1307.3249653932437
585640.0665512113,5244029.682340615,1305.4517413773322
585685.2854794433,5244050.413384726,1302.0439745223973
585712.7918917144,5244064.076170402,1300.1074174059881
585719.9949047052,5244067.433931106,1299.8756290313022
585725.1481864956,5244077.646305639,1298.6961467124847
585725.2684593024,5244104.672505125,1295.7283163046814
585728.7969318151,5244118.48225086,1295.5896638871295
585739.3349179254,5244118.289358116,1294.4872822513844
585766.3888095698,5244111.549565948,1292.4165209815353
585798.7885052761,5244105.892854459,1291.1007158315044
585804.4122244907,5244120.302128515,1289.9266766380442
585819.9237991291,5244135.6956053525,1287.6087456658627
585828.9533114327,5244173.149170362,1286.1923543558155
585846.3158755588,5244221.025144671,1285.998046375247
585869.2481798113,5244249.047876173,1284.1056387878746
585911.5486317594,5244240.096048169,1282.9151795355035
585916.4640261527,5244240.070456113,1281.5225370383807
585933.0560372408,5244241.159331326,1279.6849272131872
585956.0081772117,5244243.139182131,1276.0291416791677
585978.4119639742,5244242.666852562,1272.6319052546824
585990.1686900473,5244247.061430274,1270.8510665252631
586007.5859796284,5244247.848855607,1266.2033699416384
586010.5167872482,5244247.82535481,1260.8994431961778
586027.2865424114,5244248.642616727,1257.9993165825501
586032.450738811,5244253.080940507,1253.7835144525354
586064.2891571262,5244261.88383298,1253.7835144525354
586101.8876669694,5244275.499115244,1253.7594185298271
586112.1102044992,5244284.06848682,1253.7500000000005
586135.8624698616,5244283.425934296,1253.7500000000005
586177.6945585852,5244303.949470095,1253.7500000000005
586227.1994161062,5244365.200997463,1253.6450621794036
586289.7839111207,5244386.422124245,1253.6311374143518
586297.34307361,5244399.727927761,1253.3327366182248
586326.9851803302,5244455.911080885,1253.1565844913007
586363.8245330012,5244522.625483084,1253.1431868096408
586377.1934516701,5244521.55291095,1253.0076175035156
586412.8049544506,5244486.891116475,1246.3192970640544
586412.5,5244487.5,1226.2500000000005
586462.5,5244537.5,1226.2500000000002
586491.6216527536,5244564.857796919,1214.545838994416
586497.6833994894,5244564.935990289,1202.0982961559866
586518.7438850638,5244584.7461161055,1201.0680807014792
586534.6973574982,5244593.660649248,1198.7500000000002
586581.3713796288,5244623.34133016,1198.7500000000005
586623.3716559809,5244648.349884364,1198.7500000000005
586637.7668713749,5244659.9095951365,1198.7500000000005
586670.3296671096,5244686.538303347,1198.7500000000005
586707.9854536395,5244747.0744824745,1198.7500000000005
586721.3777382196,5244751.765483253,1198.7500000000005
586753.853888786,5244763.165323079,1198.7500000000005
586784.6636452684,5244742.2182984585,1198.7500000000005
586828.5123020504,5244751.686564797,1198.7500000000005
586862.5,5244787.5,1198.7500000000005
586911.4892650126,5244788.63558277,1198.7500000000005
586912.5,5244837.5,1198.7500000000005
586965.8821477233,5244825.334077919,1198.7500000000005
587010.4205954839,5244878.72027206,1198.7500000000005
587034.5756230248,5244900.414374724,1198.7500000000005
587035.8714153267,5244902.949757967,1198.7500000000005
587021.0355500762,5244936.569078332,1198.7500000000005
587030.4719830715,5244938.081938538,1198.7500000000005
587062.5,5244987.5,1198.7500000000005
587055.0691293492,5245055.725133208,1198.7500000000005
587053.622473173,5245104.889524193,1198.7500000000005
587063.8656653255,5245123.848487167,1198.4581641067277
587076.185299355,5245127.416724891,1192.747388986791
587081.0164921733,5245134.707964044,1176.465805037149
587093.1290120656,5245148.039782944,1173.751212113019
587119.4047464088,5245185.254423912,1173.2917501681072
587132.2782375825,5245209.681921158,1172.9349154021857
587167.8692896076,5245258.103743069,1172.129310026015
587171.9466954437,5245259.702587342,1171.641747838436
587187.6702773764,5245280.096835221,1171.2500000000005
587223.5670495625,5245276.978040241,1171.2178838390873
587223.0448512704,5245279.220215349,1166.197739193543
587227.8294938944,5245287.821233152,1151.1990714607018
587243.0233532949,5245292.292946503,1149.2586301692
587273.2898409182,5245295.7472989485,1145.1612209848213
587281.3403025467,5245321.975287661,1145.0217344528182
587294.5352208504,5245317.915442118,1143.7500000000002
587341.5634451703,5245316.485487472,1142.2555949599962
587368.8364544853,5245339.143111707,1133.6139601314367
587371.2283076464,5245341.736177279,1132.5607649379567
587383.6705736559,5245351.233109592,1129.6250550894022
587397.2922389681,5245359.179391401,1128.8705743729115
587416.7328066849,5245371.849465723,1123.5506019025686
587426.1851575205,5245381.601280753,1121.7254514269266
587438.1273390742,5245384.187063056,1116.2500000000005
587483.0576436,5245392.837638151,1116.2500000000005
587587.3306053862,5245436.277605991,1116.2500000000005
587594.1502069281,5245443.180336216,1116.2500000000005
587612.5,5245469.783989969,1116.2500000000005
587638.2186827372,5245560.0172294695,1116.2500000000005
587677.049823683,5245602.424347312,1116.2500000000005
587731.8693541081,5245639.121939083,1117.0499991642585
587747.577089791,5245655.021587319,1119.6021886306546
587791.3604017072,5245703.313818892,1119.745171359257
587796.495260075,5245713.535693923,1120.2071967615557
587805.519446386,5245720.132247152,1122.4173539252242
587810.0928520573,5245730.25497045,1124.311998789928
587829.9025359433,5245760.577255431,1131.4006695873622
587850.1643326964,5245776.217912688,1132.1041086120874
587865.2020875936,5245793.340168656,1136.6665977900489
587873.9764772627,5245802.260451356,1138.387370344236
587877.3107403092,5245804.649155412,1143.5493155125503
587908.1201504808,5245813.478259508,1143.7500000000007
587942.76379068,5245851.275351412,1143.750000000001
587964.2480665084,5245849.671397481,1143.750000000001
587968.6150003729,5245864.038739053,1143.750000000001
587988.434971183,5245900.21809296,1143.750000000001
588016.7706295382,5245902.198027267,1143.750000000001
588062.5,5245937.5,1143.750000000001
588112.5,5245937.5,1143.750000000001
588172.2571320768,5245959.022708019,1143.750000000001
588183.2698776573,5245996.605391898,1140.137578750949
588208.9459143534,5246025.774945961,1131.4226348675243
588233.4312380322,5246053.313319027,1126.8042218995888
588237.9801388974,5246056.1320068445,1123.459364661548
588242.2678321453,5246058.298017687,1121.5740517855434
588246.9153538775,5246063.868783141,1116.1669793558724
588262.9188010977,5246082.927828056,1113.9345604814146
588267.0272454352,5246087.424748833,1105.572638731904
588268.0665340648,5246088.800203985,1088.750000000001
588282.878298542,5246106.204976871,1088.5245070757771
588305.1485314026,5246133.695001572,1085.6056015417284
588310.934432059,5246138.180212681,1076.7759109042004
588313.6538425781,5246139.854769572,1061.1191421097644
588328.9792194326,5246153.236906679,1057.897237198064
588347.2601267627,5246168.203792421,1047.8371014473828
588348.4691778516,5246169.947124838,1033.6766275336033
588358.3366561683,5246175.038681669,1033.456510134411
588370.040058163,5246189.0750298565,1027.072125718406
588378.6942139341,5246203.022067599,1007.1945915096052
588405.3346150868,5246233.404074347,1003.4606994293244
588410.1830458952,5246251.384478714,990.4742090522568
588409.7588149317,5246251.502246279,987.8556736156196
588414.6085909219,5246255.651223157,978.6130421877122
588420.9968620059,5246264.348448068,977.4711913547977
588420.8207806144,5246272.666458541,968.656748259405
588421.0732988272,5246282.3164693685,951.2902424608105
588466.2973268582,5246334.891533311,951.1467074404393
588477.7366960535,5246337.730030915,951.177004279356
588499.4869394094,5246362.924313945,951.1375522926198
588450.2021070386,5246461.7552104015,951.1602944325663
588408.8913801259,5246553.751012314,951.1834089069955
588394.4504055047,5246617.00765437,952.1047122710042
588379.5572086555,5246670.482633869,952.1268762339271
588382.9706502022,5246670.405346045,952.1933681226953
588395.5153430809,5246680.087803926,952.3775062919337
588377.6939780008,5246722.782783948,952.3546855964278
588379.1182550847,5246736.550843377,951.9874122730984
588427.041935632,5246737.358475799,951.5013967185378
588475.6491132452,5246737.384002489,951.2500000000007
588527.6500997177,5246734.902548665,951.2500000000007
588630.5423177293,5246710.981969452,951.2500000000008
588674.4634791922,5246707.349513207,951.2500000000008
588730.7524800396,5246691.765279538,951.2717563768381
588770.2721912353,5246708.714687366,951.33702550735
588779.4456851961,5246715.539122041,952.7690392417952
588810.551725204,5246710.262339001,956.6368188814115
588812.9738149066,5246701.386563491,961.9396875268592
588824.979202509,5246695.852828637,962.9939472713789
588846.7690440309,5246682.620129917,967.3153174883292
588872.5462763022,5246669.935848607,969.8082511771485
588878.3055715052,5246678.985667828,972.057988650511
588883.1625028653,5246680.085375477,972.3127064990905
588899.189185495,5246689.807803058,973.8851243135275
588903.941447153,5246693.914200603,980.1553232369918
588910.7753006524,5246697.806404905,987.6166438643021
588920.6814880872,5246696.697724586,991.7798781523549
588927.9364187823,5246689.943056659,993.4086236326141
588928.6003239622,5246697.645013235,999.0584653985012
588928.7934832743,5246713.576519926,1001.7945036078673
588933.051674603,5246721.554551638,1006.9814300765482
588933.0622546178,5246731.824759557,1009.7164558887002
588936.2356016865,5246728.324127599,1013.3507678884832
588945.4168368554,5246726.174663756,1015.5620976010758
588960.3002128453,5246741.317198449,1015.6006974192549
588961.1977784989,5246738.891153195,1033.7500000000007
588962.5,5246737.5,1033.7500000000007
583363.18,5245917.93,1941.25
583363.1221921585,5245920.121162465,1939.7313442073764
583363.7876952192,5245929.708652266,1913.6802254502038
583371.3263864934,5245949.60246462,1910.9055155146505
583396.9782984129,5246004.653422295,1903.6823304299305
583407.768797513,5246022.545707615,1899.7006390581337
583417.5571711712,5246043.642383033,1896.1481146335989
583428.0990946471,5246062.168999711,1894.4636841451074
583434.8031503247,5246072.3774379995,1891.356359599219
583439.5300436631,5246079.164623386,1890.2922410382223
583447.3982780953,5246095.347142146,1888.5990682071013
583453.4377128787,5246106.055336237,1886.5362921512933
583468.3824782694,5246113.790636104,1882.845863524474
583476.208899384,5246117.580138885,1880.9431054406273
583489.7192936124,5246123.451596626,1877.3885684120316
583512.3895536592,5246125.650509896,1874.2862485668422
583543.7151629204,5246120.510358487,1870.7754278851971
583553.983463522,5246120.1824028585,1869.493766386913
583569.0684817857,5246111.838798887,1867.489996962134
583586.6553386614,5246107.067893067,1865.8949077746083
583605.1605260394,5246096.02280147,1864.3992557952206
583608.5864158558,5246093.21408474,1863.5398265814094
583622.0791763188,5246080.967184542,1860.8935898971713
583632.4960485459,5246069.753915698,1860.0142993815805
583658.3163516372,5246043.569827115,1854.9627317243626
583675.5171466384,5246026.065332405,1852.129875330536
583694.7555071429,5246002.785110908,1847.0130486429362
583715.7635183963,5245987.912124581,1845.7643094835646
583738.5245029652,5245987.971251295,1842.3953769103687
583775.0119913961,5245987.834995974,1838.1025145557953
583782.2591731012,5245987.722106266,1837.4217826817467
583797.6509117963,5245987.094917121,1834.77310838432
583822.3189441637,5245988.048399838,1831.8880434230095
583839.3555940107,5245989.01028628,1829.7222421448585
583864.9683809347,5245988.225653602,1826.115056921614
583882.7553143991,5245989.3072460415,1824.6008891778804
583909.3894945595,5245998.217234782,1819.7489239807555
583947.1494777561,5246010.696600452,1817.2672118584733
583954.6896142598,5246016.079933101,1816.2459229644558
583976.0543130822,5246029.264608739,1813.5780838361825
583988.5464790632,5246036.576000354,1811.2351325629277
584003.8673683881,5246045.059313407,1808.592069376441
584018.8845265179,5246058.282827267,1805.4627894625546
584026.3265090812,5246062.099981115,1804.1247529094076
584047.7748096213,5246064.560463632,1801.1746277835946
584067.6478126985,5246071.454725449,1798.6393240900788
584076.7359517441,5246077.55041841,1795.4051248392807
584091.8715144238,5246089.012299577,1794.5212765758051
584101.1918692968,5246089.784448041,1792.8062001315259
584110.9023079592,5246098.731791782,1790.6745336173358
584124.9589634459,5246097.57239637,1787.1741850555445
584138.0872386477,5246101.038220027,1785.01466219699
584155.5700752229,5246111.269816464,1780.5591185475275
584171.9618158261,5246108.673988375,1776.5842529938436
584182.6865582283,5246111.008825029,1774.3807035360048
584190.3807915718,5246115.305356914,1772.4986666089653
584209.1514248379,5246127.935931406,1768.5434562795342
584216.098619169,5246131.153431049,1765.3876063120724
584242.951354645,5246147.050820069,1761.8891872494341
584252.1130905412,5246151.009729946,1761.1237209315887
584267.1519592,5246159.136315999,1757.2747748613388
584287.9463408628,5246167.814685155,1753.793002540251
584310.9599942146,5246181.456069864,1748.0003768050324
584317.3110527075,5246184.509221492,1746.2073155766966
584327.237032197,5246189.937813733,1744.0836280183103
584342.3459860187,5246198.488787137,1740.568727440073
584361.0648253104,5246212.862587994,1735.7724283693071
584375.2448135284,5246220.9372157855,1732.4402628857497
584397.0589453053,5246236.827134714,1725.9788312700302
584405.5883755735,5246246.852593566,1723.679820616292
584419.009689256,5246252.608903125,1720.7679247679202
584426.140676426,5246262.067391599,1715.1129839914133
584445.9029852945,5246277.055737463,1711.4032077776717
584450.6684336875,5246280.348978313,1710.7415184389242
584478.298140883,5246307.755403789,1703.9899765395485
584488.4263872547,5246314.101688174,1702.325086798538
584516.9611285749,5246339.476658255,1695.8117393351217
584520.6144426342,5246341.200983856,1694.1660892605291
584534.5125463826,5246351.8952005785,1689.7652236582812
584554.5671019276,5246367.982670119,1686.6496101747675
584579.6353174922,5246383.959450008,1681.3339033901786
584587.7593964938,5246390.159920839,1678.5663743381986
584606.8306696371,5246401.858437644,1674.6080724569088
584610.27709654,5246403.268010865,1672.6084206378882
584619.181084238,5246409.376124134,1671.238808634321
584636.4955913994,5246420.001223954,1667.4039154862276
584644.9397113136,5246424.8076684605,1664.5074618260182
584656.0838577808,5246432.648927096,1661.5658213426257
584670.9402207654,5246441.211661875,1659.8490391746268
584688.6537601161,5246447.989281899,1656.1341719318184
584695.7864829035,5246452.872436223,1652.9903148741791
584704.6186818274,5246458.216579201,1651.1515503914236
584721.1776361024,5246468.148198109,1648.7649385153677
584739.6496899397,5246480.217590741,1645.3845930067205
584748.0256867812,5246483.505464525,1644.2709179323904
584769.3332877379,5246495.933068062,1641.7643566790775
584778.4665454092,5246501.744684606,1640.6353509063404
584791.2037478301,5246506.723913266,1638.8698052854857
584809.2904179384,5246511.795661814,1636.8062023539132
584827.820009988,5246516.473984997,1635.2213708839286
584837.4325159669,5246512.081985651,1634.116256099253
584848.2070073836,5246504.768280448,1631.422209591436
584867.0140913096,5246499.015551907,1629.5405828503929
584898.1082056762,5246492.728963124,1626.7310405351227
584907.3729766469,5246494.688893854,1625.9155420664179
584924.7791488023,5246499.424156426,1624.4021712759509
584953.361946956,5246494.730996406,1622.5174866956177
584978.1128569256,5246499.437009741,1619.8775033021982
584987.860437316,5246493.664597627,1617.1358470749565
